,Unnamed: 0,Rank,Song,Artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
56,56,57,2 PHONES,Kevin Gates,0.157,https://api.spotify.com/v1/audio-analysis/0wdKiSBUT7aZkXUIdJWcwC,0.895,240000,0.681,0wdKiSBUT7aZkXUIdJWcwC,0,7,0.189,-5.267,0,0.358,121.918,4,https://api.spotify.com/v1/tracks/0wdKiSBUT7aZkXUIdJWcwC,audio_features,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0.547,75
57,57,58,STARBOY,The Weeknd Featuring Daft Punk,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,7MXVkk9YMctZqd1Srtv4MB,3.36e-06,7,0.136,-7.033,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.49,83
58,58,59,FOR FREE,DJ Khaled Featuring Drake,0.0173,https://api.spotify.com/v1/audio-analysis/4JDZl9nKIAhAhDjw753u4X,0.916,183695,0.571,4JDZl9nKIAhAhDjw753u4X,1.11e-06,10,0.153,-8.241,0,0.2,103.521,4,https://api.spotify.com/v1/tracks/4JDZl9nKIAhAhDjw753u4X,audio_features,spotify:track:4JDZl9nKIAhAhDjw753u4X,0.467,69
59,59,60,NEVER BE LIKE YOU,Flume Featuring Kai,0.446,https://api.spotify.com/v1/audio-analysis/6y0igZArWVi6Iz0rj35c1Y,0.54,234910,0.59,6y0igZArWVi6Iz0rj35c1Y,0,0,0.14,-4.359,1,0.0528,119.878,4,https://api.spotify.com/v1/tracks/6y0igZArWVi6Iz0rj35c1Y,audio_features,spotify:track:6y0igZArWVi6Iz0rj35c1Y,0.254,68
60,60,61,IN THE NIGHT,The Weeknd,0.0794,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,0.317,235653,0.683,25KybV9BOUlvcnv7nN3Pyo,0,7,0.0465,-4.989,1,0.134,167.615,3,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,audio_features,spotify:track:25KybV9BOUlvcnv7nN3Pyo,0.526,71
61,61,62,ME TOO,Meghan Trainor,0.0962,https://api.spotify.com/v1/audio-analysis/3KwwE4sgCzMaKWq6QBebmX,0.934,181240,0.694,3KwwE4sgCzMaKWq6QBebmX,1.2e-06,11,0.478,-5.849,0,0.101,123.829,4,https://api.spotify.com/v1/tracks/3KwwE4sgCzMaKWq6QBebmX,audio_features,spotify:track:3KwwE4sgCzMaKWq6QBebmX,0.824,78
62,62,63,EX'S & OH'S,Elle King,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63,63,64,DIE A HAPPY MAN,Thomas Rhett,0.381,https://api.spotify.com/v1/audio-analysis/5kNe7PE09d6Kvw5pAsx23n,0.66,227427,0.383,5kNe7PE09d6Kvw5pAsx23n,0,2,0.119,-9.377,1,0.0304,83.096,4,https://api.spotify.com/v1/tracks/5kNe7PE09d6Kvw5pAsx23n,audio_features,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.38,78
64,64,65,WHITE IVERSON,Post Malone,0.216,https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w,0.674,256533,0.568,6eT7xZZlB2mwyzJ2sUKG6w,0,7,0.0863,-7.678,1,0.0349,130.081,4,https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.337,82
65,65,66,CLOSE,Nick Jonas Featuring Tove Lo,0.258,https://api.spotify.com/v1/audio-analysis/3lSDIJ2abCrOdDJ6pshUap,0.667,234213,0.624,3lSDIJ2abCrOdDJ6pshUap,0,6,0.145,-5.397,0,0.0698,124.012,4,https://api.spotify.com/v1/tracks/3lSDIJ2abCrOdDJ6pshUap,audio_features,spotify:track:3lSDIJ2abCrOdDJ6pshUap,0.407,74
66,66,67,UNSTEADY,X Ambassadors,0.177,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,0.598,193546,0.673,7lGKEWMXVWWTt3X71Bv44I,0.000316,9,0.203,-6.134,0,0.0469,117.02,4,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,audio_features,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.242,76
67,67,68,SUCKER FOR PAIN,"Lil Wayne, Wi",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
68,68,69,DOWN IN THE DM,Yo Gotti Featuring Nicki Minaj,0.00157,https://api.spotify.com/v1/audio-analysis/1LxKKYsJNPeBdOwdudsJzv,0.776,182733,0.662,1LxKKYsJNPeBdOwdudsJzv,2.1e-05,1,0.0887,-7.016,0,0.0489,152.927,4,https://api.spotify.com/v1/tracks/1LxKKYsJNPeBdOwdudsJzv,audio_features,spotify:track:1LxKKYsJNPeBdOwdudsJzv,0.329,72
69,69,70,LUV,Tory Lanez,0.0129,https://api.spotify.com/v1/audio-analysis/16Ah4QqH4mgYVXqfC4mdSd,0.487,228640,0.532,16Ah4QqH4mgYVXqfC4mdSd,0,11,0.123,-8.129,0,0.245,138.13,3,https://api.spotify.com/v1/tracks/16Ah4QqH4mgYVXqfC4mdSd,audio_features,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,0.247,74
70,70,71,SORRY,Beyonce,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71,71,72,CAN'T FEEL MY FACE,The Weeknd,0.109,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,0.711,213520,0.783,22VdIZQfgXJea34mQxlt81,0,9,0.0947,-5.407,0,0.0423,107.972,4,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,0.617,77
72,72,73,HYMN FOR THE WEEKEND,Coldplay,0.00868,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,0.565,212647,0.849,6s3GEN8wK0OMzzzZbXj0fu,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,audio_features,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,0.43,83
73,73,74,SAY IT,Tory Lanez,0.0798,https://api.spotify.com/v1/audio-analysis/2Gyc6e2cLxA5hoX1NOvYnU,0.384,237787,0.512,2Gyc6e2cLxA5hoX1NOvYnU,1.19e-05,4,0.129,-10.545,0,0.0753,107.241,4,https://api.spotify.com/v1/tracks/2Gyc6e2cLxA5hoX1NOvYnU,audio_features,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,0.251,73
74,74,75,ANTIDOTE,Travis Scott,0.00767,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,0.713,262693,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,1,0.032,131.05,4,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,audio_features,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.133,79
75,75,76,LOST BOY,Ruth B,0.965,https://api.spotify.com/v1/audio-analysis/4h0zU3O9R5xzuTmNO7dNDU,0.71,275280,0.0565,4h0zU3O9R5xzuTmNO7dNDU,0,7,0.0889,-15.099,1,0.0534,123.994,4,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,audio_features,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,0.352,79
76,76,77,SIDE TO SIDE,Ariana Grande Featuring Nicki Minaj,0.0373,https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV,0.65,226160,0.728,1pKeFVVUOPjFsOABub0OaV,0,6,0.328,-5.914,0,0.232,159.167,4,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV,audio_features,spotify:track:1pKeFVVUOPjFsOABub0OaV,0.624,80
77,77,78,"SIT STILL, LOOK PRETTY",Daya,0.141,https://api.spotify.com/v1/audio-analysis/0EGuSSpuu9wmHCtvb4PdLO,0.657,202221,0.739,0EGuSSpuu9wmHCtvb4PdLO,0,2,0.178,-4.081,1,0.274,181.994,4,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO,audio_features,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,0.551,72
78,78,79,WILDEST DREAMS,Taylor Swift,0.0612,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,0.556,220440,0.688,59HjlYCeBsxdI0fcm3zglw,0.00256,8,0.112,-7.328,1,0.0856,140.011,4,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.45,72
79,79,80,MIDDLE,DJ Snake Featuring Bipolar Sunshine,0.0203,https://api.spotify.com/v1/audio-analysis/0g5EKLgdKvNlln7TNqBByK,0.586,220573,0.701,0g5EKLgdKvNlln7TNqBByK,0,1,0.055,-5.326,0,0.0416,104.957,4,https://api.spotify.com/v1/tracks/0g5EKLgdKvNlln7TNqBByK,audio_features,spotify:track:0g5EKLgdKvNlln7TNqBByK,0.226,77
80,80,81,ON MY MIND,Ellie Goulding,0.279,https://api.spotify.com/v1/audio-analysis/4nS1sut0R2mgmFitKIShVe,0.697,213445,0.687,4nS1sut0R2mgmFitKIShVe,5.11e-06,2,0.0861,-6.574,0,0.0537,154.921,4,https://api.spotify.com/v1/tracks/4nS1sut0R2mgmFitKIShVe,audio_features,spotify:track:4nS1sut0R2mgmFitKIShVe,0.733,67
81,81,82,POP STYLE,Drake Featuring The Throne,0.187,https://api.spotify.com/v1/audio-analysis/5mPSyjLatqB00IkPqRlbTE,0.718,212947,0.458,5mPSyjLatqB00IkPqRlbTE,3.43e-06,4,0.105,-10.024,0,0.117,132.998,4,https://api.spotify.com/v1/tracks/5mPSyjLatqB00IkPqRlbTE,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,0.0508,69
82,82,83,WHEN WE WERE YOUNG,Adele,0.348,https://api.spotify.com/v1/audio-analysis/7IWkJwX9C0J7tHurTD7ViL,0.381,290907,0.594,7IWkJwX9C0J7tHurTD7ViL,0,3,0.0925,-5.97,1,0.0486,143.86,4,https://api.spotify.com/v1/tracks/7IWkJwX9C0J7tHurTD7ViL,audio_features,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.275,73
83,83,84,HIDE AWAY,Daya,0.225,https://api.spotify.com/v1/audio-analysis/0uyZ5ckiIUbFZd3P6RWmrj,0.885,192376,0.801,0uyZ5ckiIUbFZd3P6RWmrj,1.65e-06,11,0.0733,-4.716,0,0.0882,95.011,4,https://api.spotify.com/v1/tracks/0uyZ5ckiIUbFZd3P6RWmrj,audio_features,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,0.481,69
84,84,85,LEAN ON,Major Lazer & DJ Snake Featuring MO,0.00346,https://api.spotify.com/v1/audio-analysis/5wldXGLEOoRXxMWJ8rIUWE,0.723,176561,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,https://api.spotify.com/v1/tracks/5wldXGLEOoRXxMWJ8rIUWE,audio_features,spotify:track:5wldXGLEOoRXxMWJ8rIUWE,0.271,77
85,85,86,I KNOW WHAT YOU DID LAST SUMMER,Shawn Mendes & Camila Cabello,0.112,https://api.spotify.com/v1/audio-analysis/2GyA33q5rti5IxkMQemRDH,0.695,223853,0.774,2GyA33q5rti5IxkMQemRDH,0,9,0.148,-4.543,0,0.0944,114.043,4,https://api.spotify.com/v1/tracks/2GyA33q5rti5IxkMQemRDH,audio_features,spotify:track:2GyA33q5rti5IxkMQemRDH,0.739,71
86,86,87,ALL THE WAY UP,"Fat Joe, Rem",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87,87,88,WATCH ME,Silento,0.265,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,0.825,185131,0.77,5RIVoVdkDLEygELLCniZFr,0,8,0.334,-8.508,1,0.134,139.982,4,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,audio_features,spotify:track:5RIVoVdkDLEygELLCniZFr,0.964,66
88,88,89,BACK TO SLEEP,Chris Brown,0.0424,https://api.spotify.com/v1/audio-analysis/6dlpABcXrQKRU9G00i6Zba,0.647,201253,0.646,6dlpABcXrQKRU9G00i6Zba,0,9,0.0888,-5.483,0,0.243,92.981,4,https://api.spotify.com/v1/tracks/6dlpABcXrQKRU9G00i6Zba,audio_features,spotify:track:6dlpABcXrQKRU9G00i6Zba,0.712,70
89,89,90,NO LIMIT,Usher Featuring Young Thug,0.0794,https://api.spotify.com/v1/audio-analysis/4DRDMf5vftalExCy0fHbHl,0.717,228905,0.516,4DRDMf5vftalExCy0fHbHl,0,10,0.164,-6.466,0,0.0601,127.026,4,https://api.spotify.com/v1/tracks/4DRDMf5vftalExCy0fHbHl,audio_features,spotify:track:4DRDMf5vftalExCy0fHbHl,0.263,70
90,90,91,CUT IT,O.T. Genasis Featuring Young Dolph,0.135,https://api.spotify.com/v1/audio-analysis/376KnY4TrgBITxjlnbnmIy,0.875,222600,0.673,376KnY4TrgBITxjlnbnmIy,0,7,0.292,-4.184,1,0.0932,130.0,4,https://api.spotify.com/v1/tracks/376KnY4TrgBITxjlnbnmIy,audio_features,spotify:track:376KnY4TrgBITxjlnbnmIy,0.23,74
91,91,92,REALLY REALLY,Kevin Gates,0.00427,https://api.spotify.com/v1/audio-analysis/10I3CmmwT0BkOVhduDy53o,0.762,232093,0.666,10I3CmmwT0BkOVhduDy53o,0,0,0.127,-6.055,1,0.0916,118.97,4,https://api.spotify.com/v1/tracks/10I3CmmwT0BkOVhduDy53o,audio_features,spotify:track:10I3CmmwT0BkOVhduDy53o,0.273,76
92,92,93,ALL IN MY HEAD (FLEX),Fifth Harmony Featuring Fetty Wap,0.023,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,0.689,210573,0.791,7nD9nN3jord9wWcfW3Gkcm,0,0,0.0526,-5.194,0,0.053,95.04,4,https://api.spotify.com/v1/tracks/7nD9nN3jord9wWcfW3Gkcm,audio_features,spotify:track:7nD9nN3jord9wWcfW3Gkcm,0.772,78
93,93,94,STARVING,Hailee Steinfeld & Grey Featuring Zedd,0.39,https://api.spotify.com/v1/audio-analysis/4Ce37cRWvM1vIGGynKcs22,0.712,181880,0.62,4Ce37cRWvM1vIGGynKcs22,0,4,0.0994,-4.187,1,0.0888,99.953,4,https://api.spotify.com/v1/tracks/4Ce37cRWvM1vIGGynKcs22,audio_features,spotify:track:4Ce37cRWvM1vIGGynKcs22,0.519,81
94,94,95,ADVENTURE OF A LIFETIME,Coldplay,0.00205,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,0.638,263787,0.924,69uxyAqqPIsUyTO8txoP2M,0.000173,7,0.149,-3.887,1,0.0359,111.995,4,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,audio_features,spotify:track:69uxyAqqPIsUyTO8txoP2M,0.515,80
95,95,96,HUMBLE AND KIND,Tim McGraw,0.693,https://api.spotify.com/v1/audio-analysis/3Rkk851fZjIsglV2jbBPDd,0.349,257360,0.486,3Rkk851fZjIsglV2jbBPDd,1.73e-06,11,0.122,-7.232,1,0.0289,101.053,3,https://api.spotify.com/v1/tracks/3Rkk851fZjIsglV2jbBPDd,audio_features,spotify:track:3Rkk851fZjIsglV2jbBPDd,0.162,68
96,96,97,WICKED,Future,0.00191,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,0.718,173347,0.679,6BbINUfGabVyiNFJpQXn3x,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,audio_features,spotify:track:6BbINUfGabVyiNFJpQXn3x,0.215,73
97,97,98,TIIMMY TURNER,Desiigner,0.181,https://api.spotify.com/v1/audio-analysis/3NJG6vMH1ZsectZkocMEm0,0.597,239853,0.743,3NJG6vMH1ZsectZkocMEm0,0,6,0.0796,-3.095,1,0.042,122.798,4,https://api.spotify.com/v1/tracks/3NJG6vMH1ZsectZkocMEm0,audio_features,spotify:track:3NJG6vMH1ZsectZkocMEm0,0.321,75
98,98,99,SEE YOU AGAIN,Wiz Khalifa Featuring Charlie Puth,0.369,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,0.689,229526,0.481,7wqSzGeodspE3V6RBD5W8L,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,audio_features,spotify:track:7wqSzGeodspE3V6RBD5W8L,0.266,81
99,99,100,PERFECT,One Direction,0.0598,https://api.spotify.com/v1/audio-analysis/3NLnwwAQbbFKcEcV8hDItk,0.647,230333,0.823,3NLnwwAQbbFKcEcV8hDItk,0,2,0.119,-5.231,1,0.0762,99.933,4,https://api.spotify.com/v1/tracks/3NLnwwAQbbFKcEcV8hDItk,audio_features,spotify:track:3NLnwwAQbbFKcEcV8hDItk,0.4,74
