,Rank,Song,Artist,Year,Source,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
68,69,heart full of soul,the yardbirds,1965,3.0,0.229,https://api.spotify.com/v1/audio-analysis/0AiuEo7FCxP2y2WTOpLPe5,0.494,147893,0.666,0AiuEo7FCxP2y2WTOpLPe5,5.69e-05,9,0.0469,-9.743,0,0.0351,140.832,4,https://api.spotify.com/v1/tracks/0AiuEo7FCxP2y2WTOpLPe5,audio_features,spotify:track:0AiuEo7FCxP2y2WTOpLPe5,0.704,63
69,70,love potion no 9,the searchers,1965,3.0,0.477,https://api.spotify.com/v1/audio-analysis/0oNa58FDHzTit6QUpfKk1S,0.768,125733,0.871,0oNa58FDHzTit6QUpfKk1S,4.33e-05,2,0.138,-6.287,1,0.0552,125.495,4,https://api.spotify.com/v1/tracks/0oNa58FDHzTit6QUpfKk1S,audio_features,spotify:track:0oNa58FDHzTit6QUpfKk1S,0.946,37
70,71,laurie strange things happen,dickey lee,1965,3.0,0.687,https://api.spotify.com/v1/audio-analysis/1UO56LXSG81eZJYAhjtv7G,0.686,186347,0.486,1UO56LXSG81eZJYAhjtv7G,0,5,0.0922,-5.771,1,0.0288,119.521,4,https://api.spotify.com/v1/tracks/1UO56LXSG81eZJYAhjtv7G,audio_features,spotify:track:1UO56LXSG81eZJYAhjtv7G,0.377,13
71,72,baby dont go,sonny  cher,1965,5.0,0.473,https://api.spotify.com/v1/audio-analysis/15CatBJBZlCFWkZSXbwzzy,0.54,194400,0.492,15CatBJBZlCFWkZSXbwzzy,0,0,0.046,-9.087,1,0.0286,121.832,4,https://api.spotify.com/v1/tracks/15CatBJBZlCFWkZSXbwzzy,audio_features,spotify:track:15CatBJBZlCFWkZSXbwzzy,0.571,38
72,73,it aint me babe,the turtles,1965,1.0,0.253,https://api.spotify.com/v1/audio-analysis/5Vy8PKv7gS5WDR1EUuk0Bf,0.418,133960,0.547,5Vy8PKv7gS5WDR1EUuk0Bf,0,7,0.0941,-5.992,1,0.0335,122.096,4,https://api.spotify.com/v1/tracks/5Vy8PKv7gS5WDR1EUuk0Bf,audio_features,spotify:track:5Vy8PKv7gS5WDR1EUuk0Bf,0.567,40
73,74,tell her no,the zombies,1965,1.0,0.339,https://api.spotify.com/v1/audio-analysis/5FNRngWeBEpR8BiGLlNm2l,0.757,126600,0.435,5FNRngWeBEpR8BiGLlNm2l,0.396,8,0.0997,-10.139,0,0.032,135.639,4,https://api.spotify.com/v1/tracks/5FNRngWeBEpR8BiGLlNm2l,audio_features,spotify:track:5FNRngWeBEpR8BiGLlNm2l,0.949,37
74,75,i go to pieces,peter and gordon,1965,3.0,0.624,https://api.spotify.com/v1/audio-analysis/2yi1HjKqErtxTjK2v5TtjW,0.579,145267,0.618,2yi1HjKqErtxTjK2v5TtjW,1.29e-05,4,0.412,-8.237,1,0.0275,112.07,4,https://api.spotify.com/v1/tracks/2yi1HjKqErtxTjK2v5TtjW,audio_features,spotify:track:2yi1HjKqErtxTjK2v5TtjW,0.874,41
75,76,red roses for a blue lady,vic dana,1965,3.0,0.78,https://api.spotify.com/v1/audio-analysis/2U8i316GHJMluI42xqbThK,0.364,170360,0.332,2U8i316GHJMluI42xqbThK,0,11,0.215,-11.507,1,0.0311,110.259,4,https://api.spotify.com/v1/tracks/2U8i316GHJMluI42xqbThK,audio_features,spotify:track:2U8i316GHJMluI42xqbThK,0.271,30
76,77,dont just stand there,patty duke,1965,5.0,0.61,https://api.spotify.com/v1/audio-analysis/1YhNCQ3XOdTCZgubfX8PgB,0.574,163160,0.256,1YhNCQ3XOdTCZgubfX8PgB,7.7e-05,7,0.1,-15.044,1,0.0298,82.331,3,https://api.spotify.com/v1/tracks/1YhNCQ3XOdTCZgubfX8PgB,audio_features,spotify:track:1YhNCQ3XOdTCZgubfX8PgB,0.563,17
77,78,the tracks of my tears,the miracles,1965,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
78,79,too many rivers,brenda lee,1965,1.0,0.635,https://api.spotify.com/v1/audio-analysis/54NQrfMVjRkM5M9I3St3yC,0.623,168960,0.302,54NQrfMVjRkM5M9I3St3yC,2.01e-05,5,0.113,-12.655,1,0.0296,97.882,4,https://api.spotify.com/v1/tracks/54NQrfMVjRkM5M9I3St3yC,audio_features,spotify:track:54NQrfMVjRkM5M9I3St3yC,0.629,25
79,80,i like it like that,the dave clark five,1965,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,81,little things,bobby goldsboro,1965,3.0,0.226,https://api.spotify.com/v1/audio-analysis/5OuaVW3oX6BJQRFqGxbiwc,0.876,149133,0.535,5OuaVW3oX6BJQRFqGxbiwc,0.00242,2,0.0849,-14.025,1,0.0368,129.166,4,https://api.spotify.com/v1/tracks/5OuaVW3oX6BJQRFqGxbiwc,audio_features,spotify:track:5OuaVW3oX6BJQRFqGxbiwc,0.913,18
81,82,true love ways,peter and gordon,1965,3.0,0.374,https://api.spotify.com/v1/audio-analysis/2fGe1krTxovW7xsgiaHkrN,0.357,159107,0.476,2fGe1krTxovW7xsgiaHkrN,4.65e-06,9,0.333,-9.592,1,0.036,113.403,4,https://api.spotify.com/v1/tracks/2fGe1krTxovW7xsgiaHkrN,audio_features,spotify:track:2fGe1krTxovW7xsgiaHkrN,0.448,34
82,83,its the same old song,four tops,1965,1.0,0.151,https://api.spotify.com/v1/audio-analysis/4Gze0ue7aBwvQjkkkIGE9g,0.715,166133,0.898,4Gze0ue7aBwvQjkkkIGE9g,0,2,0.0327,-2.205,0,0.0313,126.336,4,https://api.spotify.com/v1/tracks/4Gze0ue7aBwvQjkkkIGE9g,audio_features,spotify:track:4Gze0ue7aBwvQjkkkIGE9g,0.992,46
83,84,youve got your troubles,the fortunes,1965,,0.667,https://api.spotify.com/v1/audio-analysis/69fQ88svpF1qELoC4c5Nol,0.643,201200,0.662,69fQ88svpF1qELoC4c5Nol,0,11,0.211,-7.002,0,0.0334,135.562,4,https://api.spotify.com/v1/tracks/69fQ88svpF1qELoC4c5Nol,audio_features,spotify:track:69fQ88svpF1qELoC4c5Nol,0.709,27
84,85,hold what youve got,joe tex,1965,1.0,0.739,https://api.spotify.com/v1/audio-analysis/4uSLidrNa2WlXeYa3kwpFn,0.365,183947,0.197,4uSLidrNa2WlXeYa3kwpFn,0.000786,0,0.114,-17.382,1,0.0846,204.512,3,https://api.spotify.com/v1/tracks/4uSLidrNa2WlXeYa3kwpFn,audio_features,spotify:track:4uSLidrNa2WlXeYa3kwpFn,0.156,10
85,86,we gotta get out of this place,the animals,1965,1.0,0.452,https://api.spotify.com/v1/audio-analysis/5geF5xzPGHxpmk9BDBHphZ,0.53,194600,0.62,5geF5xzPGHxpmk9BDBHphZ,1.2e-06,5,0.0965,-5.378,1,0.0337,124.013,4,https://api.spotify.com/v1/tracks/5geF5xzPGHxpmk9BDBHphZ,audio_features,spotify:track:5geF5xzPGHxpmk9BDBHphZ,0.442,50
86,87,laugh laugh,the beau brummels,1965,3.0,0.299,https://api.spotify.com/v1/audio-analysis/66V3speCvzVe6lUnIezZ0J,0.486,176733,0.683,66V3speCvzVe6lUnIezZ0J,0,1,0.0987,-8.768,0,0.0541,128.723,4,https://api.spotify.com/v1/tracks/66V3speCvzVe6lUnIezZ0J,audio_features,spotify:track:66V3speCvzVe6lUnIezZ0J,0.733,35
87,88,the last time,the rolling stones,1965,3.0,0.129,https://api.spotify.com/v1/audio-analysis/7foiOmd1Je7Z0D3TaZCDro,0.329,221493,0.926,7foiOmd1Je7Z0D3TaZCDro,0.852,9,0.745,-5.146,1,0.0629,167.435,4,https://api.spotify.com/v1/tracks/7foiOmd1Je7Z0D3TaZCDro,audio_features,spotify:track:7foiOmd1Je7Z0D3TaZCDro,0.367,44
88,89,do you believe in magic,the lovin spoonful,1965,3.0,0.218,https://api.spotify.com/v1/audio-analysis/1udKn1oNKYQSQ9OmiIWCMu,0.552,125827,0.742,1udKn1oNKYQSQ9OmiIWCMu,0,0,0.339,-7.963,1,0.0454,138.591,4,https://api.spotify.com/v1/tracks/1udKn1oNKYQSQ9OmiIWCMu,audio_features,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,0.745,61
89,90,all i really want to do,cher,1965,1.0,0.331,https://api.spotify.com/v1/audio-analysis/7mkhdRep3PFme6KECigXsS,0.547,178147,0.245,7mkhdRep3PFme6KECigXsS,0,3,0.22,-15.926,1,0.0356,124.575,4,https://api.spotify.com/v1/tracks/7mkhdRep3PFme6KECigXsS,audio_features,spotify:track:7mkhdRep3PFme6KECigXsS,0.239,25
90,91,take me back,little anthony and the imperials,1965,3.0,0.765,https://api.spotify.com/v1/audio-analysis/6VARqNnflC1wgBnH4jYWjz,0.447,158467,0.321,6VARqNnflC1wgBnH4jYWjz,4e-05,10,0.333,-11.353,1,0.0434,94.115,4,https://api.spotify.com/v1/tracks/6VARqNnflC1wgBnH4jYWjz,audio_features,spotify:track:6VARqNnflC1wgBnH4jYWjz,0.257,31
91,92,i want candy,the strangeloves,1965,3.0,0.0273,https://api.spotify.com/v1/audio-analysis/7JoPxqrnT3eq02AnflBSiN,0.669,177507,0.848,7JoPxqrnT3eq02AnflBSiN,0.0869,8,0.0881,-10.072,0,0.03,102.048,4,https://api.spotify.com/v1/tracks/7JoPxqrnT3eq02AnflBSiN,audio_features,spotify:track:7JoPxqrnT3eq02AnflBSiN,0.664,39
92,93,ooo baby baby,the miracles,1965,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,94,laugh at me,sonny bono,1965,3.0,0.145,https://api.spotify.com/v1/audio-analysis/1TdmzgmdjrKQjJWk4jTGlO,0.547,179800,0.703,1TdmzgmdjrKQjJWk4jTGlO,0,7,0.158,-7.606,1,0.0323,108.004,4,https://api.spotify.com/v1/tracks/1TdmzgmdjrKQjJWk4jTGlO,audio_features,spotify:track:1TdmzgmdjrKQjJWk4jTGlO,0.618,25
94,95,treat her right,roy head,1965,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,96,the race is on,jack jones,1965,3.0,0.729,https://api.spotify.com/v1/audio-analysis/7tTD5I9ZyXAxH4LoWPHMJR,0.576,107827,0.784,7tTD5I9ZyXAxH4LoWPHMJR,0,6,0.123,-7.951,1,0.039,91.259,3,https://api.spotify.com/v1/tracks/7tTD5I9ZyXAxH4LoWPHMJR,audio_features,spotify:track:7tTD5I9ZyXAxH4LoWPHMJR,0.937,11
96,97,im a fool,dino desi  billy,1965,,0.213,https://api.spotify.com/v1/audio-analysis/54eajp10qPgjUCiD2Ds9jk,0.606,169667,0.587,54eajp10qPgjUCiD2Ds9jk,7.18e-06,7,0.0759,-13.501,1,0.0362,130.443,4,https://api.spotify.com/v1/tracks/54eajp10qPgjUCiD2Ds9jk,audio_features,spotify:track:54eajp10qPgjUCiD2Ds9jk,0.927,12
97,98,the boy from new york city,the ad libs,1965,3.0,0.752,https://api.spotify.com/v1/audio-analysis/6HXiCCertmHIfuVHDdZ8QG,0.484,185000,0.789,6HXiCCertmHIfuVHDdZ8QG,0,11,0.118,-5.942,1,0.0731,148.649,4,https://api.spotify.com/v1/tracks/6HXiCCertmHIfuVHDdZ8QG,audio_features,spotify:track:6HXiCCertmHIfuVHDdZ8QG,0.761,27
98,99,keep searchin well follow the sun,del shannon,1965,1.0,0.402,https://api.spotify.com/v1/audio-analysis/6IW5U4H5EkzznI0fCWlbzR,0.624,138320,0.758,6IW5U4H5EkzznI0fCWlbzR,0.00034,7,0.415,-7.232,0,0.0769,140.653,4,https://api.spotify.com/v1/tracks/6IW5U4H5EkzznI0fCWlbzR,audio_features,spotify:track:6IW5U4H5EkzznI0fCWlbzR,0.413,35
99,100,how sweet it is to be loved by you,marvin gaye,1965,1.0,0.313,https://api.spotify.com/v1/audio-analysis/2zF8ro2hX0aEYaqXQdEKW1,0.666,177773,0.499,2zF8ro2hX0aEYaqXQdEKW1,3.65e-06,0,0.0789,-10.104,1,0.0354,109.772,4,https://api.spotify.com/v1/tracks/2zF8ro2hX0aEYaqXQdEKW1,audio_features,spotify:track:2zF8ro2hX0aEYaqXQdEKW1,0.96,46
100,1,ballad of the green berets,ssgt barry sadler,1966,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,2,cherish,the association,1966,3.0,0.726,https://api.spotify.com/v1/audio-analysis/5fmtvzDvwlfvNjdNrOj8TA,0.494,205693,0.407,5fmtvzDvwlfvNjdNrOj8TA,0,5,0.116,-14.463,1,0.0345,110.13,4,https://api.spotify.com/v1/tracks/5fmtvzDvwlfvNjdNrOj8TA,audio_features,spotify:track:5fmtvzDvwlfvNjdNrOj8TA,0.537,44
102,3,youre my soul and inspiration,the righteous brothers,1966,1.0,0.732,https://api.spotify.com/v1/audio-analysis/5ZHOiRqKOzgFMfMAu8cwzp,0.166,201533,0.433,5ZHOiRqKOzgFMfMAu8cwzp,1.04e-06,11,0.227,-12.048,1,0.0467,187.437,4,https://api.spotify.com/v1/tracks/5ZHOiRqKOzgFMfMAu8cwzp,audio_features,spotify:track:5ZHOiRqKOzgFMfMAu8cwzp,0.269,44
103,4,reach out ill be there,the four tops,1966,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,5,96 tears,  the mysterians,1966,3.0,0.0609,https://api.spotify.com/v1/audio-analysis/4PEeZ2U4UfP2Jo8EtIOjus,0.653,176867,0.572,4PEeZ2U4UfP2Jo8EtIOjus,2.54e-05,7,0.0903,-5.892,1,0.0351,123.623,4,https://api.spotify.com/v1/tracks/4PEeZ2U4UfP2Jo8EtIOjus,audio_features,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,0.848,48
105,6,last train to clarksville,the monkees,1966,3.0,0.471,https://api.spotify.com/v1/audio-analysis/3dgyDSKfzaNBtlZuUxc8IW,0.477,166173,0.678,3dgyDSKfzaNBtlZuUxc8IW,0,0,0.741,-6.772,1,0.0276,98.154,4,https://api.spotify.com/v1/tracks/3dgyDSKfzaNBtlZuUxc8IW,audio_features,spotify:track:3dgyDSKfzaNBtlZuUxc8IW,0.738,49
106,7,monday monday,the mamas  the papas,1966,3.0,0.71,https://api.spotify.com/v1/audio-analysis/3EFb1qDgIqf9MegIryKtDj,0.485,208293,0.479,3EFb1qDgIqf9MegIryKtDj,0,1,0.55,-9.439,1,0.0279,109.882,4,https://api.spotify.com/v1/tracks/3EFb1qDgIqf9MegIryKtDj,audio_features,spotify:track:3EFb1qDgIqf9MegIryKtDj,0.655,53
107,8,you cant hurry love,the supremes,1966,1.0,0.344,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,0.486,167933,0.725,1OppEieGNdItZbE14gLBEv,0,10,0.0831,-9.263,1,0.0661,193.249,4,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,audio_features,spotify:track:1OppEieGNdItZbE14gLBEv,0.686,62
108,9,poor side of town,johnny rivers,1966,1.0,0.748,https://api.spotify.com/v1/audio-analysis/2kt0TS6sYxz25uze84l5Oq,0.424,217133,0.487,2kt0TS6sYxz25uze84l5Oq,4.01e-06,6,0.346,-11.956,0,0.0323,103.399,4,https://api.spotify.com/v1/tracks/2kt0TS6sYxz25uze84l5Oq,audio_features,spotify:track:2kt0TS6sYxz25uze84l5Oq,0.433,33
109,10,california dreamin,the mamas  the papas,1966,3.0,0.352,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,0.552,162373,0.616,4s6LhHAV5SEsOV0lC2tjvJ,0,1,0.0501,-9.785,0,0.0346,112.442,4,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,audio_features,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,0.644,66
110,11,summer in the city,lovin spoonful,1966,1.0,0.0592,https://api.spotify.com/v1/audio-analysis/7AzFID6u1b3zIWbd9pb8Dk,0.423,160307,0.681,7AzFID6u1b3zIWbd9pb8Dk,0.000177,10,0.0889,-9.756,1,0.0397,110.461,4,https://api.spotify.com/v1/tracks/7AzFID6u1b3zIWbd9pb8Dk,audio_features,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,0.556,62
111,12,born free,roger williams,1966,3.0,0.583,https://api.spotify.com/v1/audio-analysis/1C0932MrLNcbw6nmu8wyfl,0.612,142613,0.627,1C0932MrLNcbw6nmu8wyfl,1.03e-05,0,0.1,-8.64,1,0.0347,118.132,4,https://api.spotify.com/v1/tracks/1C0932MrLNcbw6nmu8wyfl,audio_features,spotify:track:1C0932MrLNcbw6nmu8wyfl,0.483,18
112,13,these boots are made for walkin,nancy sinatra,1966,1.0,0.483,https://api.spotify.com/v1/audio-analysis/2nwCO1PqpvyoFIvq3Vrj8N,0.74,166008,0.392,2nwCO1PqpvyoFIvq3Vrj8N,1.11e-06,9,0.0965,-11.996,1,0.0824,82.742,4,https://api.spotify.com/v1/tracks/2nwCO1PqpvyoFIvq3Vrj8N,audio_features,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,0.399,67
113,14,what becomes of the brokenhearted,jimmy ruffin,1966,1.0,0.683,https://api.spotify.com/v1/audio-analysis/2d8sMU2oaJ7pjnoeGQrQDL,0.654,181760,0.546,2d8sMU2oaJ7pjnoeGQrQDL,0,2,0.243,-9.017,0,0.0242,97.514,4,https://api.spotify.com/v1/tracks/2d8sMU2oaJ7pjnoeGQrQDL,audio_features,spotify:track:2d8sMU2oaJ7pjnoeGQrQDL,0.718,52
114,15,strangers in the night,frank sinatra,1966,1.0,0.638,https://api.spotify.com/v1/audio-analysis/74VR3AkGPhbYXnxcOYa16x,0.229,157867,0.494,74VR3AkGPhbYXnxcOYa16x,0,5,0.217,-8.22,1,0.0311,80.092,4,https://api.spotify.com/v1/tracks/74VR3AkGPhbYXnxcOYa16x,audio_features,spotify:track:74VR3AkGPhbYXnxcOYa16x,0.537,53
115,16,we can work it out,the beatles,1966,3.0,0.0635,https://api.spotify.com/v1/audio-analysis/1hTUFqJuQAMjXVGwUPWDqi,0.378,135693,0.677,1hTUFqJuQAMjXVGwUPWDqi,0,2,0.183,-8.63,1,0.0298,106.071,4,https://api.spotify.com/v1/tracks/1hTUFqJuQAMjXVGwUPWDqi,audio_features,spotify:track:1hTUFqJuQAMjXVGwUPWDqi,0.664,60
116,17,good lovin,the young rascals,1966,3.0,0.00206,https://api.spotify.com/v1/audio-analysis/0XnhQGfqfi5CnZXcONJuI5,0.252,150907,0.507,0XnhQGfqfi5CnZXcONJuI5,0.00057,2,0.325,-13.337,1,0.0442,196.494,4,https://api.spotify.com/v1/tracks/0XnhQGfqfi5CnZXcONJuI5,audio_features,spotify:track:0XnhQGfqfi5CnZXcONJuI5,0.807,46
117,18,winchester cathedral,new vaudeville band,1966,3.0,0.473,https://api.spotify.com/v1/audio-analysis/0En1z8CJgm4msQsRa73Q3i,0.808,147187,0.638,0En1z8CJgm4msQsRa73Q3i,1.17e-05,0,0.185,-8.781,1,0.0332,125.309,4,https://api.spotify.com/v1/tracks/0En1z8CJgm4msQsRa73Q3i,audio_features,spotify:track:0En1z8CJgm4msQsRa73Q3i,0.857,29
118,19,hanky panky,tommy james and the shondells,1966,3.0,0.411,https://api.spotify.com/v1/audio-analysis/3uqEiaO6MUoM89nLSIs05c,0.646,171688,0.911,3uqEiaO6MUoM89nLSIs05c,0.000484,7,0.115,-6.228,0,0.101,126.122,4,https://api.spotify.com/v1/tracks/3uqEiaO6MUoM89nLSIs05c,audio_features,spotify:track:3uqEiaO6MUoM89nLSIs05c,0.889,40
119,20,when a man loves a woman,percy sledge,1966,1.0,0.13,https://api.spotify.com/v1/audio-analysis/51FpzuGkRYXFgsE2zXt9av,0.516,173867,0.15,51FpzuGkRYXFgsE2zXt9av,0.0755,1,0.122,-20.41,1,0.0272,97.398,3,https://api.spotify.com/v1/tracks/51FpzuGkRYXFgsE2zXt9av,audio_features,spotify:track:51FpzuGkRYXFgsE2zXt9av,0.203,65
120,21,paint it black,the rolling stones,1966,3.0,0.0161,https://api.spotify.com/v1/audio-analysis/7lY8aoN3wUR3NY4nUwigPv,0.501,224133,0.857,7lY8aoN3wUR3NY4nUwigPv,0.0376,5,0.369,-7.806,0,0.113,159.662,4,https://api.spotify.com/v1/tracks/7lY8aoN3wUR3NY4nUwigPv,audio_features,spotify:track:7lY8aoN3wUR3NY4nUwigPv,0.776,65
121,22,my love,petula clark,1966,1.0,0.681,https://api.spotify.com/v1/audio-analysis/2j1GzI1DwpEado5Rjw0wxk,0.513,164133,0.861,2j1GzI1DwpEado5Rjw0wxk,3.94e-05,9,0.29,-6.446,1,0.0402,173.72,4,https://api.spotify.com/v1/tracks/2j1GzI1DwpEado5Rjw0wxk,audio_features,spotify:track:2j1GzI1DwpEado5Rjw0wxk,0.943,34
122,23,lightnin strikes,lou christie,1966,1.0,0.577,https://api.spotify.com/v1/audio-analysis/25fT8QmhiA6f89diSeVbXa,0.608,179000,0.659,25fT8QmhiA6f89diSeVbXa,2.08e-06,3,0.148,-7.116,1,0.0517,134.066,4,https://api.spotify.com/v1/tracks/25fT8QmhiA6f89diSeVbXa,audio_features,spotify:track:25fT8QmhiA6f89diSeVbXa,0.758,36
123,24,wild thing,the troggs,1966,1.0,0.741,https://api.spotify.com/v1/audio-analysis/0D9J4MkQVyn1690CBqLx4u,0.458,158640,0.853,0D9J4MkQVyn1690CBqLx4u,0.0215,9,0.0851,-8.575,1,0.139,202.509,4,https://api.spotify.com/v1/tracks/0D9J4MkQVyn1690CBqLx4u,audio_features,spotify:track:0D9J4MkQVyn1690CBqLx4u,0.677,49
124,25,kicks,paul revere  the raiders,1966,3.0,0.0618,https://api.spotify.com/v1/audio-analysis/3T5gr9dfVj22gqQvfcSPYl,0.559,166667,0.454,3T5gr9dfVj22gqQvfcSPYl,0.0024,8,0.207,-17.902,1,0.0294,128.968,4,https://api.spotify.com/v1/tracks/3T5gr9dfVj22gqQvfcSPYl,audio_features,spotify:track:3T5gr9dfVj22gqQvfcSPYl,0.594,37
125,26,sunshine superman,donovan,1966,1.0,0.122,https://api.spotify.com/v1/audio-analysis/4RGxUjaCmVtD30pIhtEi7w,0.629,195000,0.677,4RGxUjaCmVtD30pIhtEi7w,9.72e-06,1,0.0962,-7.239,1,0.0299,132.783,4,https://api.spotify.com/v1/tracks/4RGxUjaCmVtD30pIhtEi7w,audio_features,spotify:track:4RGxUjaCmVtD30pIhtEi7w,0.654,59
126,27,sunny,bobby hebb,1966,1.0,0.93,https://api.spotify.com/v1/audio-analysis/4vju55Ag7apDL2CfotuE7Q,0.711,165067,0.347,4vju55Ag7apDL2CfotuE7Q,0.0134,4,0.403,-10.955,0,0.0394,128.474,4,https://api.spotify.com/v1/tracks/4vju55Ag7apDL2CfotuE7Q,audio_features,spotify:track:4vju55Ag7apDL2CfotuE7Q,0.685,53
127,28,paperback writer,the beatles,1966,3.0,0.147,https://api.spotify.com/v1/audio-analysis/0Ui8KPWZbJJQ2Y0CIQuVqX,0.472,138200,0.856,0Ui8KPWZbJJQ2Y0CIQuVqX,2.78e-06,7,0.595,-6.03,1,0.0562,78.696,4,https://api.spotify.com/v1/tracks/0Ui8KPWZbJJQ2Y0CIQuVqX,audio_features,spotify:track:0Ui8KPWZbJJQ2Y0CIQuVqX,0.824,57
128,29,see you in september,the happenings,1966,3.0,0.864,https://api.spotify.com/v1/audio-analysis/2caREKLVN9PbVDe9EPzXjc,0.519,147227,0.422,2caREKLVN9PbVDe9EPzXjc,0,4,0.332,-8.732,1,0.0282,128.956,4,https://api.spotify.com/v1/tracks/2caREKLVN9PbVDe9EPzXjc,audio_features,spotify:track:2caREKLVN9PbVDe9EPzXjc,0.79,39
129,30,you keep me hangin on,the supremes,1966,1.0,0.333,https://api.spotify.com/v1/audio-analysis/4a01ClusxuZiloOK5UgLUn,0.681,163280,0.627,4a01ClusxuZiloOK5UgLUn,0,8,0.0698,-6.866,0,0.0415,127.664,4,https://api.spotify.com/v1/tracks/4a01ClusxuZiloOK5UgLUn,audio_features,spotify:track:4a01ClusxuZiloOK5UgLUn,0.807,51
130,31,lil red riding hood,sam the sham and the pharaohs,1966,3.0,0.736,https://api.spotify.com/v1/audio-analysis/4xYcvJQvUxImEVFSuKub1p,0.752,161080,0.397,4xYcvJQvUxImEVFSuKub1p,0,11,0.176,-10.012,0,0.0392,121.87,4,https://api.spotify.com/v1/tracks/4xYcvJQvUxImEVFSuKub1p,audio_features,spotify:track:4xYcvJQvUxImEVFSuKub1p,0.557,37
131,32,devil with a blue dress,mitch ryder,1966,,0.155,https://api.spotify.com/v1/audio-analysis/2XYr0EMdY3cTH51df8v0QJ,0.625,215693,0.649,2XYr0EMdY3cTH51df8v0QJ,0,7,0.0692,-16.721,0,0.0468,152.291,4,https://api.spotify.com/v1/tracks/2XYr0EMdY3cTH51df8v0QJ,audio_features,spotify:track:2XYr0EMdY3cTH51df8v0QJ,0.774,24
132,33,good vibrations,the beach boys,1966,3.0,0.387,https://api.spotify.com/v1/audio-analysis/2oF7FZHIJbzjeEXZ3D0Ku4,0.403,217747,0.495,2oF7FZHIJbzjeEXZ3D0Ku4,8.03e-06,10,0.147,-6.888,0,0.0312,132.91,4,https://api.spotify.com/v1/tracks/2oF7FZHIJbzjeEXZ3D0Ku4,audio_features,spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,0.377,68
133,34,a groovy kind of love,the mindbenders,1966,3.0,0.472,https://api.spotify.com/v1/audio-analysis/2xOEmK42jfYwj0biDzNlW2,0.444,121003,0.502,2xOEmK42jfYwj0biDzNlW2,1.9e-05,11,0.115,-13.791,0,0.031,98.789,4,https://api.spotify.com/v1/tracks/2xOEmK42jfYwj0biDzNlW2,audio_features,spotify:track:2xOEmK42jfYwj0biDzNlW2,0.526,15
134,35,you dont have to say you love me,dusty springfield,1966,1.0,0.379,https://api.spotify.com/v1/audio-analysis/0q8nQ0H4ad4KYcZdrTZPux,0.323,170440,0.517,0q8nQ0H4ad4KYcZdrTZPux,0,2,0.0748,-9.08,0,0.0341,112.09,3,https://api.spotify.com/v1/tracks/0q8nQ0H4ad4KYcZdrTZPux,audio_features,spotify:track:0q8nQ0H4ad4KYcZdrTZPux,0.612,48
135,36,cool jerk,the capitols,1966,1.0,0.339,https://api.spotify.com/v1/audio-analysis/1CQHMHRCDs1qioeseVTbaR,0.704,166747,0.574,1CQHMHRCDs1qioeseVTbaR,0,10,0.0705,-14.524,0,0.0611,83.955,4,https://api.spotify.com/v1/tracks/1CQHMHRCDs1qioeseVTbaR,audio_features,spotify:track:1CQHMHRCDs1qioeseVTbaR,0.759,43
136,37,born a woman,sandy posey,1966,1.0,0.685,https://api.spotify.com/v1/audio-analysis/5KEnvHcFjvt3ZVy2yPuMo6,0.75,120453,0.456,5KEnvHcFjvt3ZVy2yPuMo6,1.03e-06,0,0.134,-9.47,1,0.029,114.501,4,https://api.spotify.com/v1/tracks/5KEnvHcFjvt3ZVy2yPuMo6,audio_features,spotify:track:5KEnvHcFjvt3ZVy2yPuMo6,0.935,17
